KSHKOD;HELYES;KSHK;USERRATE;CONNECTIVI;LN_USE;LN_CONN;LN_POP;LN_BP_KM;TAXPAY;WAGE_POP;TV_POP;ISDN_CABLE;LIBR;BOOK;CULT;PC_ISK;INTISK;PCUSEISK;SALARY;TELCOM
2061;Bÿcsÿszentlßszl¡;2061;0;0;0;0;6.7511;5.38408;48.7719;723.929;19.1813;9.64912;7.1345;0.934426;12.8655;32.7485;1.16959;79.5322;1179.51298701299;0.385022832522169
798;Bucsuta;798;29.9559;131.706;3.39973;4.88057;5.42495;5.48347;30.837;314.581;28.1938;0;8.81057;5;48.4581;0;0;0;1289.60341151386;0.539313748445426
340;Budajen§;340;35.524;140.897;3.57021;4.94803;7.43189;3.65919;41.0302;1184.94;8.58496;23.8908;0;0;5.92066;13.6175;0.592066;42.6288;1079.95016987542;0.88948087403595
2346;Budakalßsz;2346;39.0092;129.622;3.6638;4.86462;9.23542;2.81061;46.0113;1048.9;23.6591;19.8042;6.14394;14.5952;7.11917;5.65633;0.292569;34.4256;1560.02403433476;0.542817501813481
1205;Budakeszi;1205;37.8131;128.113;3.63266;4.85291;9.53047;2.48657;44.5364;1113.13;17.5198;15.2154;14.5212;29.507;5.0098;3.12205;0.290423;72.6784;1451.109025916;0.780962286511769
2327;Buda÷rs;2327;41.7961;128.151;3.7328;4.85321;10.2054;2.57338;46.0958;1199.92;13.2135;40.1094;14.6628;17.6765;4.91718;15.6019;0.29577;82.2242;;0.311389553713913
1357;Budapest;1357;52.7811;118.257;3.96615;4.77286;14.3426;0;44.8263;1086.8;31.6938;27.4382;17.1471;16.0163;5.59916;18.3453;0.469892;106.89;1741.93355481728;-0.770252859084741
3282;Bugac;3282;16.7767;113.747;2.81999;4.73398;7.9652;4.78774;41.2991;458.095;0;8.82353;20.3543;5.82594;10.7676;5.90483;0.347343;60.785;1198.27777777778;1.37565536526814
3363;Bugacpusztahßza;3363;0;0;0;0;5.7462;4.70375;32.9073;341.534;0;9.52381;0;0;0;0;0;0;1425.09229390681;0.278089708472119
3202;Bugyi;3202;34.4808;120.893;3.5404;4.79491;8.55641;3.7211;44.5192;705.515;19.3846;9.45122;13.1538;43.443;8.07692;10.5769;0.384615;66.5385;1217.58571428571;-0.052386114645644
1970;Buj;1970;14.0424;136.601;2.64208;4.91706;7.78614;5.54142;31.3253;367.462;10.6356;3.31263;9.09846;28.3333;1.66182;15.7873;0.415455;50.6855;1168.17282717283;1.36734239426189
1423;Bujßk;1423;16.8599;122.651;2.82494;4.80934;7.71512;4.39433;41.7038;525.452;13.5147;0;6.82426;22.9608;5.79839;7.13649;0.44603;44.157;1461.67118644068;1.42897791184101
243;BØk;243;39.0502;172.094;3.66485;5.14804;8.10349;5.35791;50.1512;732.42;30.1875;28.6718;25.9226;17.0047;76.83;11.7967;0.604961;100.423;1484.31414868106;1.57925832430093
1359;BØkkßbrßny;1359;26.2324;127.66;3.267;4.84937;7.44073;4.99247;43.7207;794.751;22.3005;8.73362;0;0;0;26.9953;0.586854;60.446;1020.14285714286;1.78944761222353
2789;BØkkaranyos;2789;11.3368;97.3237;2.42806;4.57804;7.33041;5.11373;36.5662;533.723;11.7955;7.92079;5.89777;0.955556;9.17431;10.4849;0.655308;30.1442;2887.97258297258;2.31245878320694
1940;BØkkmogyor¡sd;1940;8.9172;157.071;2.18798;5.0567;5.05625;5.12146;34.3949;463.866;42.6752;14.5455;28.6624;9.44444;0;0;0;0;2279.66066129716;-0.401919745746003
2316;BØkk÷sd;2316;17.6374;150.865;2.87002;5.01639;7.10579;5.41272;41.5094;536.708;0;7.69231;0;0;12.3052;13.1255;0.820345;112.387;2499.36566677535;-0.807627845159653
296;BØkkszÚk;296;12.0988;130.214;2.4931;4.86918;6.69703;4.85047;39.8765;536.086;0;10.7914;0;0;7.40741;0;0;0;2603.10956047482;0.47858259305925
1062;BØkkszenterzsÚbet;1062;9.39597;152.982;2.24028;5.03032;7.08339;4.8227;29.8658;401.9;0;6.19195;0;0;0;1.67785;0.838926;0;2424.46676411715;-0.73109620440643
802;BØkkszentkereszt;802;23.6349;138.107;3.16272;4.92803;7.11233;5.15225;44.4988;681.17;42.1353;2.12766;13.8549;3.24706;54.6047;8.14996;0.814996;44.8248;1109.21446593776;-0.158929387303384
2209;BØkkszentmßrton;2209;0;0;0;0;5.84644;5.05796;30.9249;417.049;0;4.70588;17.052;20.8983;11.5607;0;0;0;1037.8640776699;-0.696649495808371
3288;BØkkzsÚrc;3288;19.5305;148.529;2.97198;5.00078;6.97073;5.01946;41.2207;517.474;0;5.59441;12.3944;15.4394;11.2676;15.0235;0.938967;70.4225;1584.74298056155;0.889532208545758
753;BØrØs;753;0;0;0;0;4.61512;5.48778;35.6436;309.436;0;0;0;0;0;0;0;0;1173.05039787798;0.369175536969434
870;BØssØ;870;0;0;0;0;6.01372;5.13515;16.3814;206.971;0;7.54717;9.29095;16.3947;14.6699;0;0;0;1259.96042780749;0.0504597578133812
2397;BØtt÷s;2397;0;0;0;0;5.43372;5.41526;37.5546;382.838;0;7.84314;0;0;0;0;0;0;1169.68588469185;1.23470301834687
1735;Buzsßk;1735;14.8378;138.163;2.69718;4.92843;7.27863;5.10455;34.7136;406.04;0;4.81928;12.9055;18.754;0;16.5631;0.690131;55.2105;1460.42219541616;-0.557232020889479
830;B¡csa;830;15.8065;144.017;2.76042;4.96993;7.52833;4.79447;43.4946;377.388;9.83871;7.79221;0;0;8.60215;9.67742;0.537634;53.2258;1817.79194630872;-0.382364453597389
2742;B¡dvalenke;2742;0;0;0;0;5.2933;5.5026;23.1156;147.447;0;8.69565;0;0;0;0;0;0;1459.60752688172;-0.64630075427959
3330;B¡dvarßk¡;3330;27.3504;224.469;3.30873;5.41374;4.76217;5.46413;27.3504;363.299;0;0;0;0;0;0;0;0;1348.64814814815;1.05195027658072
592;B¡dvaszilas;592;11.5385;141.913;2.44569;4.95521;7.08674;5.4755;35.786;493.78;24.2475;5.625;22.0736;23.9924;13.3779;15.8863;0.83612;172.241;1292.97826086957;-0.232567650278869
1992;B¡kahßza;1992;0;0;0;0;5.7589;5.30161;42.2713;460.268;0;8.10811;0;0;41.0095;0;0;0;1344.3653250774;-0.332627961013017
3315;B¡ly;3315;45.5435;217.842;3.81867;5.38377;8.26411;5.33888;45.8011;741.083;30.4225;26.9444;19.9124;20.1151;11.592;16.2287;0.772798;137.558;1345.68820224719;-0.855757969253124
3100;B¡zsva;3100;53.1707;185.78;3.97351;5.22456;5.32301;5.58961;37.0732;537.649;0;3.07692;0;0;0;0;0;0;1530.7619047619;-1.00761117902821
827;Cßk;827;24.1135;127.765;3.18277;4.85019;5.64191;5.48753;40.4255;690.592;0;5.47945;0;0;53.1915;0;0;0;1348.58878504673;-0.701879491116571
2708;Cak¡hßza;2708;0;0;0;0;4.09434;5.05005;56.6667;558.667;0;10.5263;0;0;0;0;0;0;1255.37585421412;0.101640367411907
1315;Cece;1315;20.8819;144.091;3.03888;4.97044;7.91717;4.6746;40.1603;483.233;11.7711;6.67976;12.7187;15.7049;10.2041;10.5685;0.364431;76.5306;868.138888888889;0.0857768318333689
968;CÚgÚnydßnyßd;968;14.1618;124.224;2.65055;4.82209;6.53959;5.74348;34.104;433.676;0;7.63359;12.1387;1.19048;0;59.2486;2.89017;293.353;1263.44776119403;-0.226424781272196
1134;CeglÚd;1134;32.0442;133.044;3.46712;4.89068;10.5504;4.3809;41.4443;677.796;20.5179;19.0695;14.3018;19.4678;0.392763;22.5184;0.497499;149.355;1019.41860465116;-0.720407927594763
2064;CeglÚdbercel;2064;31.0522;128.607;3.43567;4.85676;8.40872;4.22098;43.6692;731.112;7.80205;5.90062;7.08872;8.17925;7.80205;8.69371;0.222916;66.8747;1708.30701754386;0.485205210592372
2709;Celld÷m÷lk;2709;36.6257;167.134;3.60075;5.1188;9.36939;5.25958;49.9915;773.795;28.915;6.68362;28.5483;12.6812;22.9444;21.1532;0.511771;155.664;985.882352941176;0.127559031706937
366;Cered;366;13.7302;141.468;2.61959;4.95208;7.13887;4.79356;39.9206;601.972;11.8254;0;22.2222;13.4607;7.93651;13.4921;0.793651;54.7619;1203.25862068966;0.812659590725983
987;Chernelhßzadamonya;987;0;0;0;0;5.3845;5.34763;38.9908;506.826;0;3.50877;0;0;13.7615;0;0;0;1271.62711864407;0.0266950567833057
2293;Cibakhßza;2293;16.0948;131.458;2.77849;4.87869;8.4156;4.99627;32.0567;397.344;14.6779;5.31178;11.3792;63.9611;5.53465;3.98495;0.221386;39.8495;1635.4364417488;0.493090822469159
393;Cigßnd;393;9.68225;132.545;2.27029;4.88692;8.11253;5.67969;25.9592;295.275;13.2494;9.52381;13.4892;9.47556;5.39568;6.59472;0.29976;138.189;1674.20469627361;-0.54510236870752
1928;Cik¡;1928;20.3236;173.746;3.01178;5.1576;6.89669;5.11349;40.0404;453.199;26.2892;5.21739;0;0;11.1223;34.3782;1.01112;szept.99;1547.85360859922;-0.810729697473221
1595;Cirßk;1595;25.5537;150.813;3.24078;5.01604;6.37502;5.21472;53.6627;648.443;26.7462;4.49438;6.13288;25.máj;0;15.3322;1.70358;97.1039;1507.92246520875;0.0737009895982372
3133;Csabacsûd;3133;16.3357;128.474;2.79335;4.85573;7.60788;5.28594;43.3962;536.077;18.4707;0;14.8957;márc.47;0;10.427;0.496524;62.0655;1299.85882352941;0.549897522361738
3407;Csabaszabadi;3407;9.375;96.5278;2.23805;4.56983;5.95064;5.51862;34.8958;365.432;0;0;0;0;0;0;0;0;1239.50552486188;-1.35687089894065
3054;Csabdi;3054;27.7457;134.315;3.32308;4.90019;7.0992;3.84887;43.1874;704.315;18.4145;6.39269;19.9835;3.97521;27.2502;4.95458;0.825764;42.9397;1137.45496535797;0.156103782303232
3092;Csabrendek;3092;22.4308;149.559;3.11043;5.00769;8.05293;5.20757;44.2889;561.64;15.0175;7.0922;13.363;7.7381;19.7264;7.31785;0.318167;24.8171;1131.85353535354;-0.652687809410288
1004;Csßfordjßnosfa;1004;0;0;0;0;5.45532;5.26559;37.6068;463.491;19.2308;0;0;0;0;0;0;0;1208.36825396825;0.353099388465913
1292;Csaholc;1292;0;0;0;0;6.2634;5.76838;21.9048;283.204;7.61905;9.52381;20.381;14.5701;1.90476;22.8571;1.90476;245.714;1207.50769230769;-0.052069606687302
1607;Csajßg;1607;15.5481;117.432;2.74394;4.76586;6.79571;4.61996;44.6309;560.085;0;4.87805;16.1074;6.83333;11.1857;23.4899;1.11857;63.7584;1235.30778032037;0.523230045231677
379;Csßkßny;379;0;0;0;0;5.73657;5.25916;20.6452;215.835;0;0;11.6129;9.47222;0;0;0;0;1047.20895522388;-0.302640743462626
391;Csßkßnydoroszl¡;391;20.6557;179.667;3.02799;5.1911;7.51207;5.50886;42.0219;691.23;12.5683;6.66667;12.7322;16.9528;25.1366;16.9399;0.546448;113.661;1630.83173996176;-0.303135074056708
536;CsßkberÚny;536;28.1019;142.474;3.33584;4.95916;7.10414;4.28827;49.6302;829.871;10.189;5.82011;7.97042;12.9794;54.2317;7.39523;0.821693;13.1471;1268.12859195402;-0.255184121939659
2000;Csßkvßr;2000;30.3473;141.941;3.41271;4.95541;8.5696;09.ápr;46.6123;733.462;19.795;9.20882;7.68647;19.2469;2.84684;4.17537;0.379579;72.6893;1232.46590909091;0.469908041964139
212;Csanßdalberti;212;9.63115;127.851;2.265;4.85087;6.19032;5.41654;30.7377;351.668;0;2.1978;19.4672;28.2947;40.9836;6.14754;2.04918;10.2459;1292.88695652174;0.734452623549322
2045;Csanßdapßca;2045;15.3495;126.952;2.73108;4.84381;7.95402;5.40268;39.726;384.679;20.2669;2.86299;32.8416;8.51551;1.40499;8.42993;0.351247;54.092;1254.92731829574;0.693106371706486
537;Csanßdpalota;537;21.9987;147.804;3.09099;4.99589;8.06527;5.43877;38.1207;490.091;22.6273;2.04429;33.3752;23.3249;14.142;6.91389;0.314268;51.2256;1045.453125;-0.790376429657891
2677;Csßnig;2677;19.084;327.6;2.94885;5.79179;5.97381;5.22913;51.6539;729.827;27.2265;0;0;0;0;0;0;0;1644.92977893368;-0.044720820652995
1684;Csßny;1684;14.1156;139.367;2.64728;4.93711;7.76302;4.19509;32.483;372.374;3.7415;5.99647;6.07993;3.98601;0;7.22789;0.42517;42.0918;1672.10761589404;-0.2563510151959
1990;Csßnyoszr¡;1990;23.9896;164.88;3.17762;5.10522;6.64249;5.51129;36.6362;422.385;10.9518;0;0;0;50.8475;13.0378;1.30378;86.0495;1573.53908794788;0.966710562344832
2229;Csanytelek;2229;10.103;143.572;2.31283;4.96684;8.00936;4.96634;31.572;317.869;0;2.16998;10.6015;21.4044;13.6258;4.32037;0.332336;59.4882;1144.09333333333;-0.268268221397007
613;Csapi;613;0;0;0;0;5.1358;5.33349;42.9412;582.324;0;10;6.47059;19.4545;135.294;170.588;11.7647;1323.53;968.328912466843;-0.030181022121903
856;Csapod;856;18.0505;151.98;2.89318;5.02375;6.31716;5.2273;44.7653;626.668;21.4801;0;9.20578;19.7255;9.02527;3.61011;1.80505;16.2455;1285.62901896125;-0.617452969355853
2550;Csßrdaszßllßs;2550;12.6733;107.047;2.53949;4.67327;6.22456;5.24655;41.3861;473.673;19.4059;0;0;0;1.9802;41.5842;1.9802;81.1881;1412.91625615764;0.297234169925316
3061;Csarn¡ta;3061;0;0;0;0;4.97673;5.412;36.5517;354.007;0;14.2857;0;0;13.7931;0;0;0;1146.36518324607;1.28968552679341
2941;Csaroda;2941;0;0;0;0;6.41999;5.68511;37.4593;480.208;0;0;0;0;37.4593;68.4039;1.62866;211.726;1152.91459074733;-0.205417357611094
1641;Csßszßr;1641;21.9083;146.64;3.08687;4.98798;7.5369;4.53335;47.3348;713.034;26.7058;8.09717;0;0;7.99574;12.7932;0.533049;55.4371;1006.80736842105;-0.168966815339236
1047;Csßszßrt÷ltÚs;1047;23.6202;176.879;3.1621;5.17547;7.8598;5.08969;35.6233;490.789;23.736;4.7619;0;0;25.8587;6.17522;0.385951;33.1918;1356.09589041096;-0.767906438807563
971;Csßszl¡;971;6.23377;133.583;1.82998;4.89473;5.95324;5.77716;21.2987;199.109;7.53247;8.95522;0;0;0;0;0;0;1399.89516129032;0.739841371781001
2647;Csßtalja;2647;16.8807;173.837;2.82617;5.15812;7.3994;5.32242;38.104;431.591;16.2691;02.márc;15.0459;42.439;17.737;10.3976;0.611621;44.6483;1144.52153110048;-0.08101715497182
2343;Csatßr;2343;15.7699;173.659;2.75811;5.15709;6.28972;5.39435;48.6085;809.612;30.0557;6.53595;0;0;9.27644;0;0;0;968.509433962264;-1.15284631155245
3417;Csatasz÷g;3417;0;0;0;0;5.87212;4.88666;35.7746;377.439;0;12.9032;0;0;2.8169;0;0;0;1281.94782608696;-0.305864285528652
3310;Csatka;3310;18.6207;119.481;2.92427;4.78316;5.66988;4.76814;40;516.062;0;7.69231;0;0;0;0;0;0;1506.36373873874;1.04337968060737
1637;Csßvoly;1637;22.6753;164.169;3.12128;5.1009;7.60639;5.23335;39.5326;468.328;11.2382;4.96614;17.0065;9.01462;0;8.45351;0.497265;71.1089;1377.71939328277;0.332992040376123
2159;CsebÚny;2159;0;0;0;0;4.70048;5.35659;27.2727;216.573;0;0;0;0;0;0;0;0;934.841463414634;0.255935073110988
3027;CsÚcse;3027;13.4912;84.3588;2.60204;4.43508;6.87833;4.30555;43.3574;534.193;0;6.79612;16.0659;3.48718;7.20906;0;0;0;1132.66613162119;-0.355562110750637
2610;Cseg÷ld;2610;0;0;0;0;6.52649;5.76763;27.5256;298.01;0;7.46269;6.29575;9.53488;38.0673;14.6413;1.46413;51.2445;1665.57633587786;-1.0451263311974
2025;Csehbßnya;2025;13.5714;156.421;2.60797;5.05255;5.63479;5.0121;máj.42;553.089;0;0;0;0;14.2857;0;0;0;1055.04724409449;-0.203079219300212
1948;Csehi;1948;0;0;0;0;5.64191;5.35067;36.1702;371.131;0;0;0;0;0;0;0;0;1290.15517241379;-0.752968939805196
1272;Csehimindszent;1272;17.734;116.792;2.87548;4.76039;6.00635;5.34315;41.8719;575.813;19.7044;10.9375;0;0;61.5764;41.8719;2.46305;206.897;1184.6641509434;-0.071404941218843
3364;CsÚm;3364;9.89899;118.306;2.29243;4.77328;6.20456;4.49133;48.6869;646.881;0;15.625;18.7879;13.9785;133.333;0;0;0;794.1;0.217652914868036
518;Csem§;518;15.4199;106.576;2.73566;4.66886;8.37977;4.33677;33.8458;430.107;4.81872;5.9322;7.70996;81.9762;7.80174;12.1615;0.229463;47.7283;1232.06888361045;0.899160814856637
2381;Csempeszkopßcs;2381;0;0;0;0;5.80212;5.39376;49.2447;759.955;23.2628;5.19481;0;0;15.1057;30.2115;3.02115;42.2961;1082.66489361702;0.659148343719204
3228;Csengele;3228;13.6806;129.904;2.61598;4.8668;7.62754;4.91442;34.6154;281.772;0;5.69106;5.89094;8.63636;6.81597;13.1451;0.486855;30.6719;1301.38655462185;-0.467611303686178
3064;Csenger;3064;26.077;178.881;3.26105;5.18672;8.56083;5.75222;36.2818;474.918;17.3655;12.8351;11.8706;44.1452;18.7632;20.6778;0.957304;160.253;1026.06862745098;0.363634657719142
2409;Csengersima;2409;11.4483;115.578;2.43784;4.74995;6.58617;5.76648;30.3448;370.046;20.6897;4.16667;0;0;0;16.5517;1.37931;0;1375.17647058824;-1.25766443954421
2685;Csengerÿjfalu;2685;8.88889;127.803;2.1848;4.85049;6.7511;5.76607;32.3977;337.651;0;3.97351;0;0;0;10.5263;1.16959;47.9532;1328.65560165975;-0.39272117003201
1234;Cseng§d;1234;18.9166;128.945;2.94004;4.85938;7.73587;4.86283;35.9983;395.62;23.5037;1.8622;0;0;23.5911;7.42682;0.436872;65.5308;1270.78508474576;-0.622679257213586
907;CsÚnye;907;21.5134;158.048;3.06867;5.0629;6.51323;5.3914;48.368;710.368;0;0;0;0;0;1.48368;1.48368;35.6083;1543.22085889571;-0.46202084924432
849;CsenyÚte;849;0;0;0;0;6.24417;5.39617;12.8155;41.5417;0;13.3333;0;0;0;34.9515;1.94175;143.689;814.008438818565;-0.578912917546349
1827;CsÚp;1827;0;0;0;0;5.96358;4.59472;49.8715;654.064;0;5.82524;0;0;20.5656;0;0;0;1308.96939313984;0.364585235096746
1317;CsÚpa;1317;12.7482;129.422;2.54539;4.86308;7.55695;4.94136;28.6311;337.538;0;4.95495;6.63532;20.622;2.61233;9.92685;0.522466;58.5162;1219.46818181818;-1.28314115471663
1214;Csepreg;1214;28.6785;148.977;3.35615;5.00379;8.11283;5.37134;47.7075;670.163;18.4897;11.5942;16.0024;28.9663;19.1789;43.7519;0.599341;137.848;1042.20938628159;0.0618521961946054
3019;CsÚr;3019;0;0;0;0;3.58352;5.27433;50;551.056;30.5556;0;0;0;0;0;0;0;1098.99757281553;-0.773904667537357
2608;Cserdi;2608;0;0;0;0;6.01859;5.42926;16.0584;162.769;0;0;0;0;4.86618;0;0;0;1468.67484662577;0.512503088766739
2568;CserÚnfa;2568;0;0;0;0;5.45959;5.26404;44.2553;544.796;0;3.92157;0;0;0;0;0;0;324.151515151515;0.560539398770704
697;CserÚpfalu;697;21.3949;141.189;3.06315;4.9501;6.96697;4.99701;41.6588;568.813;0;4.63768;10.3676;18.2727;0;16.9651;0.942507;16.0226;1311.5;-0.430732855756843
2557;CserÚpvßralja;2557;11.4519;103.446;2.43816;4.63905;6.19236;5.0077;47.2393;606.571;0;2.64901;6.54397;30.4063;0;0;0;0;1178.9197080292;0.200735171395782
2193;Cserhßthalßp;2193;11.6337;108.255;2.4539;4.68449;6.00141;4.46775;38.3663;463.079;0;6.38298;0;0;29.703;0;0;0;1404.7324120603;-0.129526687310257
2259;Cserhßtsurßny;2259;15.4639;115.719;2.73851;4.75116;6.77194;4.62252;37.5716;505.685;0;6.45161;24.7423;1.85185;0;28.6369;1.14548;68.7285;1102.11111111111;-0.114326961735638
3231;Cserhßtszentivßn;3231;0;0;0;0;5.01064;4.46706;42;764.087;0;0;26.6667;25.aug;6.66667;0;0;0;1013.60606060606;-0.320943441497496
579;Cserkesz§l§;579;20.7187;138.593;3.03104;4.93154;7.72046;4.93555;39.3523;489.013;0;12.0344;3.14996;33.4789;45.2529;15.0843;0.443656;70.9849;1231.02884615385;-0.196591788779164
389;Cserkÿt;389;24.5747;177.085;3.20172;5.17663;6.27099;5.35885;43.1002;764.055;0;28.4264;0;0;0;0;0;0;1365.40950226244;0.381004403937882
2845;Csernely;2845;04.jún;102;1.8563;4.62497;6.77422;5.13562;24.5714;344.679;20.3429;8.41121;0;0;37.7143;16;1.14286;91.4286;1284.03896103896;-0.531658737382431
713;Cserszegtomaj;713;14.9884;132.677;2.70728;4.88792;7.85632;5.28295;42.7576;568.308;0;10.8727;5.6158;19.7931;17.0411;10.0697;0.387297;54.6088;1206.9935483871;0.506762628669737
1064;Csertalakos;1064;0;0;0;0;3.68888;5.47105;máj.32;362.175;máj.32;0;0;0;0;0;0;0;1345.9237804878;-0.325492315331566
1385;Csert§;1385;15.1869;142.846;2.72043;4.96177;6.05912;5.41757;37.1495;440.743;5.84112;5.33333;0;0;2.33645;0;0;0;1819.25396825397;-0.20232766339577
2464;Csesznek;2464;28.2986;184.687;3.34281;5.21866;6.35611;4.9003;38.3681;578.734;24.4792;6.36364;14.9306;28.1047;15.625;0;0;0;1242.65501691094;0.285336397607958
258;Csesztreg;258;21.5596;176.5;3.07082;5.17332;6.77079;5.53521;50.2294;741.561;28.3257;21.8978;0;0;6.88073;29.8165;1.14679;151.376;1772.74122807018;-0.077421586170364
2014;Csesztve;2014;0;0;0;0;5.79909;4.35066;36.0606;553.018;0;5;0;0;0;0;0;0;1402.76279069767;0.85345766066883
3169;CsetÚny;3169;19.8662;161.705;2.98902;5.08577;7.57199;4.75471;49.2537;713.896;23.6233;2.7248;9.41843;11.8525;11.3227;11.3227;0.514668;56.0988;1329.13949275362;0.699063195300151
1847;CsÚvharaszt;1847;21.3706;103.447;3.06201;4.63906;7.58579;3.84224;41.4721;585.304;20.2538;7.88177;25.5838;5.79365;3.5533;10.1523;0.507614;64.9746;1114.38461538462;0.384512267208439
1199;Csibrßk;1199;12.5698;98.0222;2.5313;4.58519;5.88053;5.12729;27.3743;286.316;17.0391;12.3077;0;0;0;0;0;0;1186.40251572327;0.336971477078299
1569;CsikÚria;1569;16.4488;120.338;2.80025;4.7903;6.8222;5.3049;35.2941;364.121;0;2.32558;5.22876;1.79167;5.44662;11.9826;1.08932;87.146;1508.37556561086;0.339600962307036
1350;Csikvßnd;1350;12.1495;123.123;2.49729;4.81318;6.28227;5.01403;42.4299;611.972;0;0;0;0;0;0;0;0;1476.34931506849;-0.371391281120194
3009;Csik¡st§tt§s;3009;20.5587;128.951;3.02328;4.85943;6.79682;5.20059;38.6592;499.142;21.4525;5.61798;0;0;20.1117;1.11732;0;21.2291;1533.57983193277;-0.977894727163574
3411;Csincse;3411;13.7874;84.4096;2.62375;4.43568;6.40026;4.99728;38.206;516.771;0;0;0;0;0;0;0;0;1449.42424242424;0.611906641774054
2606;Csipkerek;2606;17.8841;111.437;2.88391;4.71346;5.98394;5.34458;39.2947;454.169;0;0;0;0;2.51889;7.55668;2.51889;50.3778;1411.32068543452;0.510488722275462
505;Csitßr;505;0;0;0;0;6.11589;4.54308;37.3068;491.536;0;3.73832;24.0618;3.63303;0;0;0;0;1045.92857142857;-0.573475614177356
533;Csobßd;533;12.3422;104.852;2.51303;4.65255;6.56948;5.30096;31.6971;421.905;7.01262;1.24224;0;0;0;0;0;0;1031.67592592593;0.370095338540649
2077;Csobaj;2077;15.5779;116.54;2.74585;4.75824;6.6796;5.38633;33.6683;339.731;0;8.23529;0;0;0;31.407;1.25628;77.8894;1291.13294797688;0.346847998990071
682;Csobßnka;682;28.8846;119.193;3.36331;4.78074;8.0398;3.23593;41.1992;966.506;14.3133;13.4857;0;0;19.9871;7.0922;0.322373;27.724;1442.3127753304;-0.572237569423427
2749;Cs÷de;2749;0;0;0;0;4.47734;5.57875;45.4545;454.568;43.1818;0;0;0;79.5455;0;0;0;1352.59130434783;-0.673546413826819
3281;Cs÷gle;3281;05.dec;110.27;2.52573;4.70293;6.56808;5.24116;38.2022;400.709;0;3.68098;0;0;5.61798;25.2809;1.40449;127.809;1155.80128205128;1.01757402088884
1245;Cs÷km§;1245;16.7382;142.778;2.81769;4.96129;7.64826;5.71581;38.9604;428.173;0;3.67454;12.1602;23.4784;68.6695;9.06056;0.476872;46.7334;1317.55029585799;1.21474374093276
2431;Cs÷k÷ly;2431;0;0;0;0;7.04141;5.33059;22.7472;257.796;0;0;0;0;0;14.8731;0.874891;111.111;1331.05309734513;-0.212672641878073
597;Csokonyavisonta;597;15.0814;178.266;2.71346;5.18327;7.37651;5.54032;31.2891;354.029;19.0238;10.4167;32.791;9.79962;0;7.50939;0.625782;51.9399;1009.05223880597;0.260751879806007
1428;Csokvaomßny;1428;13.2055;94.4194;2.58064;4.54775;6.84482;5.1694;28.6475;383.065;20.4473;4.83092;0;0;0;0;0;0;2345.93192488263;0.761428687333361
1892;Csolnok;1892;32.3197;142.265;3.47568;4.95769;8.147;3.67579;46.7999;885.941;24.6742;5.45455;0;0;5.21286;11.0049;0.289603;58.4999;1756.17138103161;-0.951562831305023
804;Csoma;804;0;0;0;0;6.1506;5.19684;39.0192;538.29;21.322;8;0;0;0;0;0;0;1131.478;0.086067804642135
3311;Csomßd;3311;39.1687;120.482;3.66788;4.7915;7.1317;3.39451;42.7658;830.102;19.6643;4.54545;0;0;7.99361;7.19424;0.799361;51.1591;1337.16728624535;0.733430960683776
247;Csombßrd;247;14.7766;100.209;2.69305;4.60726;5.67332;5.21287;40.8935;403.058;0;0;0;0;0;0;0;0;1893.04084158416;-0.801693855822383
2727;Cs÷mend;2727;8.01187;141.667;2.08092;4.95348;5.82008;5.1757;32.3442;351.139;0;2.63158;0;0;0;0;0;0;953.477900552486;0.116894310957287
2936;Cs÷m÷dÚr;2936;0;0;0;0;6.49828;5.49795;38.8554;506.048;26.0542;12.0603;27.7108;8.75;4.51807;58.7349;1.50602;39.1566;1379.55191256831;0.34571973692206
2280;Cs÷m÷r;2280;36.9406;121.882;3.60931;4.80305;9.04145;2.82791;44.1392;921.999;22.188;14.9242;9.32986;80.2525;15.3919;4.85437;0.118399;36.5854;1941.04299065421;-0.270840416074438
2239;Cs÷nge;2239;14.4208;111.23;2.66867;4.7116;6.04737;5.28183;37.8251;461.478;0;0;0;0;0;0;0;0;985.63025210084;2.59625831718238
511;Csongrßd;511;30.8421;138.312;3.42888;4.92951;9.81198;4.95406;42.3045;620.483;20.3989;9.27753;20.1852;19.968;8.82143;30.1901;0.876664;153.307;1466.70483098044;0.945913214179655
3114;Csonkahegyhßt;3114;22.9508;212.107;3.13335;5.35709;5.90263;5.47776;47.2678;662.046;0;11.3208;0;0;19.1257;46.4481;2.73224;120.219;1400.63005780347;0.876786423732974
2257;Csonkamindszent;2257;12.9944;136.217;2.56451;4.91425;5.17615;5.44272;39.548;382.542;0;0;0;0;0;0;0;0;967.285714285714;-0.142442548105859
218;Csopak;218;29.5876;147.075;3.38736;4.99094;7.57044;4.85109;50.4639;1055.77;13.4536;10.1695;10;3.85567;32.9897;12.8866;0.515464;36.0825;2092.11950970378;0.0499109618958463
403;Csorna;403;50.1345;181.224;3.91471;5.19973;9.28517;5.05376;51.6285;821.908;34.6386;17.0629;18.9014;17.268;21.9913;27.3731;0.927902;185.116;1576.27931034483;1.38470691171101
3397;Cs÷rnyef÷ld;3397;14.1907;160.031;2.65259;5.07537;6.11147;5.52086;33.7029;390.477;26.3858;8.69565;14.6341;18.2576;24.3902;0;0;0;1591.96657081237;-0.42852519471304
